Crawling "paris texas"
Timestamp	Priority	Depth	Size	URL
2019-09-30T14:27:45.919963	11.01	1	426191	https://weather.com/weather/tenday/l/Paris+TX?canonicalCityId=8c8937e84e67e60da1dd6df595de9db41c659bc95adab49e3654ebc3492bf4b2
2019-09-30T14:27:46.021258	11.01	1	32109	https://www.mapquest.com/us/texas/paris-tx-282039951
2019-09-30T14:27:46.080501	11.01	1	15495	http://www.c21php.com/
2019-09-30T14:27:46.322629	11.02	1	206691	https://en.wikipedia.org/wiki/Paris,_Texas_(film)
2019-09-30T14:27:46.372229	11.01	1	20496	https://www.century21.com/for-sale-homes/paris-tx-17705c
2019-09-30T14:27:46.490224	11.01	1	94131	https://www.tourtexas.com/destinations/paris-texas-attractions
2019-09-30T14:27:46.654794	11.01	1	132345	https://www.simplyhired.com/search?l=paris%2C+tx
2019-09-30T14:27:47.068275	11.01	1	184530	https://eparisextra.com/
2019-09-30T14:27:48.037521	11.01	2	27124	http://www.bom.gov.au/data-access/3rd-party-attribution.shtml?canonicalcityid=8c8937e84e67e60da1dd6df595de9db41c659bc95adab49e3654ebc3492bf4b2
2019-09-30T14:27:48.108613	11.02	1	753905	https://www.tripadvisor.com/Attractions-g56424-Activities-Paris_Texas.html
2019-09-30T14:27:48.143588	11.01	1	82774	https://www.dignitymemorial.com/funeral-homes/paris-tx/bright-holland-funeral-home/9789
2019-09-30T14:27:48.157950	11.01	1	393637	https://www.imdb.com/title/tt0087884/
2019-09-30T14:27:48.310641	11.01	1	434330	http://www.city-data.com/city/Paris-Texas.html
2019-09-30T14:27:48.328586	11.01	1	695074	https://www.zillow.com/paris-tx/
2019-09-30T14:27:48.682062	11.01	1	314106	https://www.parisisd.net/
2019-09-30T14:27:48.888646	11.370000000000001	2	15746	https://www.simplyhired.com/job/2kdd0s0ejfwsbtilub_aredoivmueul3uu7qongd2krsqwojevldqa?q=
2019-09-30T14:27:49.137005	11.01	1	306036	https://paristexas.it/
2019-09-30T14:27:49.258634	11.4	2	89796	https://www.tourtexas.com/attractions/texas-historical-commission-historic-homes-you-must-visit
2019-09-30T14:27:56.962915	11.33	2	285400	https://weather.com/en-us/twc/ad-partners?canonicalcityid=8c8937e84e67e60da1dd6df595de9db41c659bc95adab49e3654ebc3492bf4b2
2019-09-30T14:27:56.975153	10.92	1	208744	https://en.wikipedia.org/wiki/Paris,_Texas
2019-09-30T14:27:56.975925	11.01	1	14969	http://www.parisjc.edu/
2019-09-30T14:27:56.977305	11.4	2	592333	https://www.zillow.com/homedetails/621-county-road-43340-paris-tx-75462/2096647682_zpid/
2019-09-30T14:27:56.980591	10.92	1	294275	https://www.tripadvisor.com/Tourism-g56424-Paris_Texas-Vacations.html
2019-09-30T14:27:56.987740	11.39	3	46093	http://www.bom.gov.au/climate/change/?ref=ftr
2019-09-30T14:27:56.988502	11.02	1	128101	https://myparistexas.com/
2019-09-30T14:27:56.995236	11.02	1	41547	https://www.parisharley.com/--bring-it-home-parade
2019-09-30T14:27:56.998665	11.01	2	19103	http://www.controlyourtv.org/intro.aspx?canonicalcityid=8c8937e84e67e60da1dd6df595de9db41c659bc95adab49e3654ebc3492bf4b2
2019-09-30T14:27:57.000519	11.38	2	395853	https://www.imdb.com/name/nm0000176?ref_=tt_trv_trv
2019-09-30T14:27:57.002214	11.01	1	286985	https://www.youtube.com/watch?v=9e590FeeGCM
2019-09-30T14:27:57.006611	11.39	2	279572	https://www.parisisd.net/14157_2
2019-09-30T14:27:57.007047	11.01	1	59869	http://paristexas.com/
2019-09-30T14:27:57.010025	11.01	1	329257	https://www.rottentomatoes.com/m/paris_texas/
2019-09-30T14:27:57.010526	11.4	2	58089	https://eparisextra.com/crime/paris-police-department-arrest-report-sept-30-2019/
2019-09-30T14:27:57.014181	11.01	1	179829	https://paristexasco.com/
2019-09-30T14:27:57.021605	11.01	2	290947	http://www.exploregeorgia.org/weather-and-travel-tips?canonicalcityid=8c8937e84e67e60da1dd6df595de9db41c659bc95adab49e3654ebc3492bf4b2
2019-09-30T14:27:57.023757	11.4	2	365549	http://www.city-data.com/city/new-mexico.html
2019-09-30T14:27:57.052309	11.01	1	266765	http://theparisnews.com/
2019-09-30T14:27:58.319879	11.290000000000001	3	30477	http://www.bom.gov.au/australia/charts/?ref=ftr
2019-09-30T14:27:58.350343	11.270000000000001	2	15746	https://www.simplyhired.com/job/w2ug3hg14sjyikmadxeilus2xnh2_2unwm3txulohqsy7q9zao-2fa?q=
2019-09-30T14:27:58.422265	11.3	2	89404	http://www.city-data.com/mapit.html?what=tumgq1vju1rjt04gse9tueldrq&where=mjgwnsbmrvdjuybmqu5flcbqqvjjuywgvfggnzu0nji
2019-09-30T14:27:58.554340	11.3	2	1053235	https://www.tourtexas.com/travel-guides
2019-09-30T14:27:59.133573	11.01	2	71434	http://newsroom.ibm.com/the-weather-company?canonicalcityid=8c8937e84e67e60da1dd6df595de9db41c659bc95adab49e3654ebc3492bf4b2
2019-09-30T14:27:59.225967	10.92	1	72994	https://www.parisharley.com/
2019-09-30T14:27:59.544767	11.3	2	186234	https://eparisextra.com/page/4/
2019-09-30T14:27:59.749032	11.190000000000001	3	74557	http://www.bom.gov.au/sa/observations/adelaide.shtml?ref=hdr
2019-09-30T14:27:59.861318	11.01	2	52090	http://ibm.biz/bdh3av?canonicalcityid=8c8937e84e67e60da1dd6df595de9db41c659bc95adab49e3654ebc3492bf4b2
2019-09-30T14:27:59.928468	11.200000000000001	2	89404	http://www.city-data.com/properties-index/arizona.html
2019-09-30T14:28:00.079069	11.170000000000002	2	71274	https://www.simplyhired.com/search?q=mcdonald%27s&l=paris%2c+tx&pp=
2019-09-30T14:28:00.344010	11.23	2	268490	https://weather.com/en-us/twc/analytics-partners?canonicalcityid=8c8937e84e67e60da1dd6df595de9db41c659bc95adab49e3654ebc3492bf4b2
2019-09-30T14:28:00.394826	11.3	2	586001	https://www.zillow.com/homedetails/1951-graham-st-paris-tx-75460/78845987_zpid/
2019-09-30T14:28:00.415210	11.200000000000001	2	95245	https://www.tourtexas.com/destinations/paris
2019-09-30T14:28:00.513316	11.21	2	42330	https://www.dignitymemorial.com/support-friends-and-family
2019-09-30T14:28:00.977501	11.3	2	437921	https://www.tripadvisor.com/attractions-g56424-activities-c58-paris_texas.html
2019-09-30T14:28:01.141048	11.290000000000001	2	28559	https://www.parisisd.net/131334_3
2019-09-30T14:28:01.453035	11.3	2	67215	https://www.parisharley.com/used-harley-davidson-motorcycles-for-sale-paris-texas--xpreownedinventory
2019-09-30T14:28:01.538078	11.100000000000001	2	89404	http://www.city-data.com/housing/houses-paris-texas.html
2019-09-30T14:28:01.979963	11.200000000000001	2	56913	https://eparisextra.com/crime/suspicious-person-call-leads-to-felony-burglary-charges/
2019-09-30T14:28:02.417856	11.01	2	55178	http://watsonadvertising.ibm.com/contact-us/?canonicalcityid=8c8937e84e67e60da1dd6df595de9db41c659bc95adab49e3654ebc3492bf4b2
2019-09-30T14:28:02.666294	11.4	2	212597	http://theparisnews.com/free/article_14558a42-e39b-11e9-b1ec-1b6ff4810678.html
2019-09-30T14:28:02.700379	11.270000000000001	2	319795	https://en.wikipedia.org/wiki/wikipedia:about
2019-09-30T14:28:03.048803	11.01	1	707964	https://www.realtor.com/realestateandhomes-search/Paris_TX
2019-09-30T14:28:03.135912	10.92	1	234769	https://myparistexas.com/obituaries/
2019-09-30T14:28:03.171929	11.3	3	9245	http://www.parisjc.edu/downloads/landing/paris-lc.php/
2019-09-30T14:28:03.672037	11.15	2	38791	http://paristexas.com/2019/09/23/texpac/
2019-09-30T14:28:03.948092	11.27	2	635603	https://www.rottentomatoes.com/tv/south_side/s01
2019-09-30T14:28:04.094088	11.200000000000001	2	129093	https://www.parisharley.com/default.asp?page=xinventorymap
2019-09-30T14:28:04.390750	11.100000000000001	2	61769	https://eparisextra.com/regional-news/gov-abbott-proclaims-sep-28-national-hunting-and-fishing-day-in-texas/
2019-09-30T14:28:04.435275	11.39	3	292472	http://www.exploregeorgia.org/events/list/top-festivals-for-spring-summer-in-georgia?canonicalcityid=8c8937e84e67e60da1dd6df595de9db41c659bc95adab49e3654ebc3492bf4b2
2019-09-30T14:28:04.619531	11.190000000000001	2	273514	http://www.parisisd.net/2080_1
2019-09-30T14:28:04.731196	11.110000000000001	2	46732	https://www.dignitymemorial.com/plan-funeral-cremation/cremation
2019-09-30T14:28:05.075009	11.129999999999999	2	69332	http://dev1.paristexas.com/events/calendar
2019-09-30T14:28:05.508899	11.200000000000001	2	604336	https://www.zillow.com/homedetails/12266-farm-road-195-paris-tx-75462/90442756_zpid/
2019-09-30T14:28:06.084731	11.4	2	254776	https://paristexasco.com/collections/tcu-horned-frogs
2019-09-30T14:28:06.171815	11.280000000000001	2	492332	https://www.imdb.com/search/keyword?keywords=texas&ref_=tt_stry_kw
2019-09-30T14:28:06.491667	11.200000000000001	2	24760	http://www.parisjc.edu/pjc2/main/learn-about-pjc/
