Crawling "brooklyn parks"
Timestamp	Priority	Depth	Size	URL
2019-09-30T14:26:54.441851	2	1	96971	https://cityparksfoundation.org/
2019-09-30T14:26:54.517696	2	1	278053	https://www.brooklynbridgepark.org/
2019-09-30T14:26:54.563250	2	1	31772	https://parks.ny.gov/
2019-09-30T14:26:54.585369	2	1	31693	https://www.mapquest.com/us/minnesota/brooklyn-park-mn-282024856
2019-09-30T14:26:54.656929	2	1	3222	http://www.nyc.gov/parks
2019-09-30T14:26:54.819360	2	2	97185	https://cityparksfoundation.org/shows/
2019-09-30T14:26:54.869326	2	1	209726	https://en.wikipedia.org/wiki/List_of_New_York_City_parks
2019-09-30T14:26:55.084035	2	1	663483	https://www.timeout.com/newyork/attractions/best-nyc-parks
2019-09-30T14:26:55.304005	2	1	539347	https://www.indeed.com/q-Nyc-Parks-Department-jobs.html
2019-09-30T14:26:55.421551	2	1	59431	https://www1.nyc.gov/
2019-09-30T14:26:55.603498	2	1	283594	https://www.brooklynbridgepark.org/park
2019-09-30T14:26:55.882731	2	1	334754	https://twitter.com/nycparks
2019-09-30T14:26:56.105175	2	1	120072	https://www.brooklynpark.org/recreation-and-parks/
2019-09-30T14:26:56.400800	2	1	57805	https://www.nycgovparks.org/park-features/parks-list?boro=B
2019-09-30T14:26:56.786146	2	1	173110	https://en.wikipedia.org/wiki/New_York_City_Department_of_Parks_and_Recreation
2019-09-30T14:26:56.828449	2	1	116834	https://www.fairview.org/locations/fairview-clinics-brooklyn-park
2019-09-30T14:26:56.895257	2	2	7834	https://www.snapchat.com/add/summerstagenyc
2019-09-30T14:26:57.072842	2	1	616575	https://www.tripadvisor.com/Attractions-g60827-Activities-c57-Brooklyn_New_York.html
2019-09-30T14:26:57.075784	2	2	2388	http://eepurl.com/6lqyt
2019-09-30T14:26:57.270677	2	2	100644	https://cityparksfoundation.org/play/
2019-09-30T14:26:57.276186	2	1	32324	https://parks.ny.gov/parks/155/details.aspx
2019-09-30T14:26:57.704063	2	1	467953	https://www.prospectpark.org/
2019-09-30T14:26:57.780970	2	1	25744	https://www.nycgovparks.org/
2019-09-30T14:26:57.841234	2	2	59431	http://www.nyc.gov/
2019-09-30T14:26:57.917682	2	2	265193	https://www.brooklynbridgepark.org/park/pier-3
2019-09-30T14:26:58.168339	2	1	623454	https://www.timeout.com/newyork/attractions/top-attractions-in-brooklyn
2019-09-30T14:26:58.485958	2	1	184603	https://www.yellowpages.com/brooklyn-ny/parks
2019-09-30T14:26:58.624675	2	2	7770	https://www.snapchat.com/add/cpfnyc
2019-09-30T14:26:58.851034	2	2	91924	https://cityparksfoundation.org/calendar/
2019-09-30T14:26:58.951369	2	1	203943	https://www.brooklynpark.org/
2019-09-30T14:26:59.269712	2	1	20433	https://greenthumb.nycgovparks.org/
2019-09-30T14:26:59.482481	2	2	368012	http://twitter.com/cpfnyc
2019-09-30T14:27:00.233053	2	2	94347	https://cityparksfoundation.org/membership/
2019-09-30T14:27:00.421696	2	2	344545	https://www.brooklynbridgepark.org/events
2019-09-30T14:27:00.652316	2	1	295805	https://www.opentable.com/mn/brooklyn-park-restaurants
2019-09-30T14:27:00.933460	2	1	80661	https://tree-map.nycgovparks.org/
2019-09-30T14:27:01.157635	2	1	35246	https://nbkparks.org/
2019-09-30T14:27:01.187128	2	1	1294516	https://www.tripadvisor.com/Attraction_Review-g60827-d2322216-Reviews-Brooklyn_Bridge_Park-Brooklyn_New_York.html
2019-09-30T14:27:01.288223	2	2	93738	https://cityparksfoundation.org/seniors-fitness/
2019-09-30T14:27:01.577108	2	2	784657	http://www.kettlenyc.com/
2019-09-30T14:27:01.797621	2	2	337042	http://www.youtube.com/user/cpfnyc
2019-09-30T14:27:01.890378	2	2	411562	http://twitter.com/pfpnyc
2019-09-30T14:27:01.915766	2	2	259298	https://www.brooklynbridgepark.org/pages/bbp-seeking-food-and-beverage-concession-with-an-o
2019-09-30T14:27:01.956484	2	2	94875	https://cityparksfoundation.org/learning-gardens/
2019-09-30T14:27:02.251659	2	2	39841	https://parks.ny.gov/publications/
2019-09-30T14:27:02.315341	2	2	98229	https://cityparksfoundation.org/tennis/
2019-09-30T14:27:02.494775	2	2	99556	https://cityparksfoundation.org/junior-golf-center-2/
2019-09-30T14:27:02.655699	2	2	22705	https://parks.ny.gov/events/event.aspx?e=166-26215.0
2019-09-30T14:27:02.988332	2	2	317806	http://twitter.com/summerstage
2019-09-30T14:27:04.107897	2	2	260311	https://www.brooklynbridgepark.org/pages/greenway-improvement-project
2019-09-30T14:27:04.145543	2	2	34480	https://parks.ny.gov/recreation/boating/education.aspx
2019-09-30T14:27:04.677720	2	2	366646	https://twitter.com/bbpnyc
2019-09-30T14:27:04.907188	2	2	309922	http://www.youtube.com/user/nycsummerstage
2019-09-30T14:27:04.943733	2	2	94076	http://cityparksfoundation.org/corporate-play/
2019-09-30T14:27:04.973504	2	2	27161	https://parks.ny.gov/events/
2019-09-30T14:27:05.031884	2	2	261453	https://www.brooklynbridgepark.org/cart
2019-09-30T14:27:05.168341	2	2	93999	https://cityparksfoundation.org/volunteer/
2019-09-30T14:27:05.240913	2	2	46317	https://parks.ny.gov/historic-preservation/heritage-areas.aspx
2019-09-30T14:27:05.349533	2	2	277328	https://www.brooklynbridgepark.org/park/empire-fulton-ferry
2019-09-30T14:27:05.424242	2	2	94216	https://cityparksfoundation.org/soccer/
2019-09-30T14:27:05.631019	2	2	273312	https://www.brooklynbridgepark.org/pages/aboutbbp
2019-09-30T14:27:05.662285	2	2	37725	https://parks.ny.gov/environment/nature-centers/
2019-09-30T14:27:05.695801	2	2	92625	http://cityparksfoundation.org/ways-to-give/sponsorship/
2019-09-30T14:27:05.855900	2	2	265501	https://www.brooklynbridgepark.org/park/greenway
2019-09-30T14:27:05.876836	2	2	23539	https://parks.ny.gov/friends-support/
2019-09-30T14:27:06.038588	2	2	21336	https://parks.ny.gov/about/biography.aspx
2019-09-30T14:27:06.100921	2	2	268701	https://www.brooklynbridgepark.org/pages/privacy-policy
2019-09-30T14:27:06.202562	2	2	21814	https://parks.ny.gov/promotions/default.aspx
2019-09-30T14:27:07.469842	2	2	95055	http://cityparksfoundation.org/internships/%20
2019-09-30T14:27:07.494592	2	2	23790	https://parks.ny.gov/recreation/trails/
2019-09-30T14:27:07.622663	2	2	91924	https://cityparksfoundation.org/calendar
2019-09-30T14:27:07.704561	2	2	14908	http://www.nystateparkstours.com/
2019-09-30T14:27:07.706590	2	2	263115	https://www.brooklynbridgepark.org/pages/get-involved
2019-09-30T14:27:07.731960	2	2	22884	https://parks.ny.gov/events/event.aspx?e=59-26341.0
2019-09-30T14:27:07.889740	2	2	94803	https://cityparksfoundation.org/30th-anniversary-2/
2019-09-30T14:27:07.927639	2	2	264586	https://www.brooklynbridgepark.org/park/john-street
2019-09-30T14:27:08.113496	2	2	21370	https://parks.ny.gov/employment/
2019-09-30T14:27:08.201847	2	2	267291	https://www.brooklynbridgepark.org/pages/permits
2019-09-30T14:27:08.423857	2	2	272852	https://www.brooklynbridgepark.org/events/ed-center-open-hours
2019-09-30T14:27:08.495374	2	2	37522	https://content.govdelivery.com/accounts/nyparks/bulletins/260a827
2019-09-30T14:27:08.564697	2	2	23123	https://parks.ny.gov/accessibility/default.aspx
2019-09-30T14:27:08.745180	2	2	56760	https://parks.ny.gov/inside-our-agency/public-documents.aspx
2019-09-30T14:27:08.855033	2	2	268124	https://www.brooklynbridgepark.org/press
2019-09-30T14:27:08.994935	2	2	22217	https://parks.ny.gov/environment/connect-kids.aspx
2019-09-30T14:27:09.333263	2	2	95364	https://cityparksfoundation.org/family-adventure-races/
2019-09-30T14:27:09.355465	2	2	21418	https://parks.ny.gov/special-events/default.aspx
2019-09-30T14:27:09.396387	2	2	269062	https://www.brooklynbridgepark.org/park/fulton-ferry-landing
2019-09-30T14:27:09.462537	2	2	33609	https://www.nxtbook.com/nxtbooks/nysparks/ny_campingguide2019/
2019-09-30T14:27:09.557480	2	2	93115	http://cityparksfoundation.org/support-park-groups/%20
2019-09-30T14:27:09.693061	2	2	22416	https://parks.ny.gov/events/event.aspx?e=25-26205.0
2019-09-30T14:27:09.793756	2	2	281923	https://www.brooklynbridgepark.org/park/pier-6
2019-09-30T14:27:09.884578	2	2	27893	https://parks.ny.gov/recreation/boating/
2019-09-30T14:27:09.940153	2	2	95148	http://cityparksfoundation.org/sports/corporateevents/
2019-09-30T14:27:10.107336	2	2	269815	https://www.brooklynbridgepark.org/blog/news-media
2019-09-30T14:27:10.204314	2	2	95438	https://cityparksfoundation.org/staff-and-board/
2019-09-30T14:27:10.516149	2	2	6336	https://public.govdelivery.com/accounts/nyparks/subscriber/new
2019-09-30T14:27:10.519302	2	2	95965	https://cityparksfoundation.org/golf/
2019-09-30T14:27:10.571461	2	2	278382	https://www.brooklynbridgepark.org/events/st-francis-mens-soccer-game-1
2019-09-30T14:27:10.599037	2	2	20690	https://parks.ny.gov/business/
2019-09-30T14:27:10.665212	2	2	30460	https://www.ptny.org/application/files/6515/0903/5031/economic-benefits-of-nys-parks.pdf
2019-09-30T14:27:10.945443	2	2	92946	https://cityparksfoundation.org/contact-us-2/
2019-09-30T14:27:11.004144	2	2	267291	http://www.brooklynbridgepark.org/pages/permits
2019-09-30T14:27:11.134372	2	2	38978	http://nyc.gov/privacy
2019-09-30T14:27:11.339862	2	2	67746	https://parks.ny.gov/parks/
